oid,name
-9663,Reach Air Medical Services
-9662,"Realpage, Inc."
-9661,R. D. Engineering & Construction
-9660,R. Dale Patchett Management Inc
-9659,RC STORK PROPERTIES LLC
-9658,RCRC
-9657,"R'Club Child Care, Inc."
-9656,"Rcg Longview Management, LLC"
-9655," RS Beaudry Management, Inc."
-9654,Raytheon Company
-9653,"Rayonier, Inc"
-9652,Ray Cammack Shows Inc.
-9651,Ratliff
-9650,Rational Services Limited
-9649,RATHBURN & ASSOCIATES
-9648,"Ranjeet S. Bajwa, OD, Inc."
-9647,R & P OAK HILL DEVELOPMENT
-9646,Randle Communications
-9645,R&J Jewelry & Loan
-9644,R&J Jewelry
-9643,RAND Corporation
-9642,Rancho Santiago Community College District 
-9641,Rancho Santa Fe School District
-9640,Rancho Santa Fe  Elem. School District
-9639,Rancho Palos Verdes City Of
-9638,"Rancho Cucamonga, City Of"
-9637,Rancho Cordova Police Activities League
-9636,Rancho Cordova Chamber of Commerce
-9635,Ranchos Club
-9634,Rancho California Water District
-9633,Ramsey Law Group
-9632,Ramsell Cororation
-9631,Ramsell Corporation
-9630,Ramona Band Of Cahuilla Indians
-9629,Ramius LLC
-9628,Ramiro Companioni
-9627,Ramirez Canyon Preservation Fund
-9626,Raise Your Hand Texas
-9625,Rai Services Company And Its Affiliates
-9624,RAI Services Company
-9623,Rails to Trails Conservancy
-9622,Rails-to-Trails Conservancy
-9621,RAILROAD NURSERY
-9620,Ralphs Grocery Company
-9619,Rafanelli and Nahas Management Co.
-9618,Rady'S Children'S Hospital And Health Center
-9617,Radisphere National Radiology Group
-9616,Radiology Practitioner Assistant Society
-9615,RADIOLOGY ASSOCIATES OF TAMPA
-9614,Radio Bilingue
-9613,RadiantBrands
-9612,"Radiant, Inc."
-9611,Radian Guaranty
-9610,Racine  Robert Law Offices of
-9609,"RaceTrac Petroleum, Inc"
-9608,"Race Plate Marketing, LLC"
-9607,RAC Design Builds
-9606,Rabo Bank
-9605,RABA-KISTNER
-9604,Qwest
-9603,Quorum Public Affairs
-9602,Quest Diagnostics Incorporated
-9601,Quest Diagnostics
-9600,"Questcare Medical Services, P. A."
-9599,Questar Regulated Services
-9598,Questar Assessment Inc.
-9597,Quest
-9596,"Quemetco, Inc."
-9595,Queer LifeSpace
-9594,Queensfort Capital Corporation
-9593,Queens Care Health Center
-9592,Quechan Indian Tribe
-9591,Quantum Management Company
-9590,Quantum Health Inc.
-9589,Quantitative Management Associates LLC
-9588,Quallion LLC
-9587,Quality Plumbing
-9586,Quality Pest Services
-9585,"Quali-T-Ruck Service, Inc."
-9584,"Qualcomm, Incorporated."
-9583,"Qualcomm, Inc."
-9582,Quaker Foods & Beverages
-9581,Quail Run Services
-9580,"Quail Brush Genco, LLC"
-9579,"Quadvest, L.P."
-9578,QUADVEST LP
-9577,Q Tires
-9576,Qms Capital Management LP
-9575,QIR INVESTMENTS
-9574,Qs Investors And Affiliated Entities
-9573,Q INVESTMENTS
-9572,Qiagen Inc.
-9571,"QEP Resources, Inc."
-9570,"Qem Vi, LLC"
-9569,"Pyramyd Air, Ltd."
-9568,Pyramis Global Advisors Holding Corp.
-9567,"PWC - PriceWaterhouseCoopers, LP"
-9566,Pv Now
-9565,Pv Manufacturers Alliance
-9564,"Puronics Water Systems, Inc"
-9563,Pure Storage
-9562,Pure Analytics
-9561,Purdue Pharma LP
-9560,Puppy Spot
-9559,Puma Springs Vineyard
-9558,"Pulte, Inc."
-9557,Puente
-9556,Pueblo Unido Community Development Corporation
-9555,PUC
-9554,PUBLIX
-9553,"Publishers Clearing House, LLC."
-9552,Public Trust Advisors LLC
-9551,"Public Storage, Inc. And Subsidiaries"
-9550,PublicSchoolOptions.org
-9549,PublicPrivate Ventures On Behalf Of Nurse Family Partnership
-9548,Public Policy Institute of California
-9547,"Public Policy Advocates, LLC"
-9546,Public Law Group
-9545,Public Health Institute
-9544,"Public Financial Management, Inc."
-9543,Public Employees Union Local 1
-9542,Public Counsel's Children's Rights Project
-9541,Public Counsel
-9540,Public Council Law Center
-9539,Public Consulting Group
-9538,"Public Citizen, Texas Office"
-9537,Public Citizen
-9536,Public Advocates
-9535,Public
-9534,PUB. S.
-9533,"PT Gaming, LLC"
-9532,"PTG-Florida, Inc"
-9531,PSYCHOLOGISTS OF FLORIDA
-9530,"Psycho-Social Rehabilitation Center, Inc d/b/a Fellowship House"
-9529,P. Steve Ramirez Vocational Training Center
-9528,P. Schoenfeld Asset Management LP
-9527,"Prudential Investment Management, Inc."
-9526,"PRUDENTIAL FINANCIAL, INC. STATE & FEDERAL PAC"
-9525,Prudential Financial
-9524,Prudential
-9523,"Prudent Financial, Inc. State & Federal PAC"
-9522,Providian Financial Corporation
-9521,Providers Alliance for Community Services of Texas
-9520,Providence Title
-9519,Providence Health and Services Southern California
-9518,Providence Health & Services
-9517,Proteus
-9516,Proterra Investment Partners
-9515,"Proterra, Inc."
-9514,Protection And Advocacy Inc
-9513,Prospera Community Development
-9512,"Prospect Medical Holding, Inc."
-9511,Property I.D.
-9510,Property Casualty Insurers Association of America
-9509,Property Casualty Insurance Association of America
-9508,PROPERTY & CASUALTY INSURERS ASSOCIATION OF AMERICA
-9507,Propel Fuels
-9506,Propel Biofuels
-9505,"Pronto General Agency, LTD."
-9504,Promise Healthcare
-9503,Promise Energy
-9502,"Prometheus Laboratories, Inc"
-9501,Prolacta Bioscience Inc.
-9500,Project WHAT!
-9499,Project Lead The Way Inc.
-9498,Project Inform St. Anthonys San Francisco
-9497,Project Inform
-9496,Project Frog
-9495,Project Angel Food
-9494,Progressive Insurance
-9493,Progressive Democrats of America California
-9492,Progressive Democrats of America- Ventura County Chapter
-9491,Progressive Democrats of America- Santa Monica Chapter
-9490,Progressive Democrats of America- San Francisco Chapter
-9489,Progressive Democrats of America- Orange County Chapter
-9488,Progressive Democrats of America- Lake County Chapter
-9487,Progressive Democrats of America-California
-9486,PROGRESSIVE CASUALTY INSURANCE
-9485,Progressive Bag Alliance
-9484,"Progressive Asset Management, Inc."
-9483,Progressive
-9482,Progreso Financiero
-9481,Professional Wrecker Operators of Florida
-9480,PROFESSIONAL TITLE AGENCY
-9479,"Pro Tech Monitoring, Inc."
-9478,Professional Rodeo Cowboys Association
-9477,Professional Firefighters & Paramedics of Palm Beach County
-9476,Professional Fiduciary Association Of California
-9475,Professional Engineers in CA Govt. PECG PAC
-9474,Professional Engineers in CA Gov't PECG-PAC
-9473,Professional Engineers in CA Gov't (PECG-PAC)- SCC
-9472,Professional Engineers in California Government PECG-PAC
-9471,Professional Engineers In CA Government (PECG PAC)
-9470,Professional Engineers in California Government (PECG-PAC)
-9469,Professional Engineers In California Government
-9468,Professional Educators Network of Florida (PEN)
-9467,Professional Consultants LLC
-9466,"Professional Bondsmen of Texas, Inc."
-9465,Professional Beauty Federation Of California (Pbfc)
-9464,Professional Beauty Association
-9463,Professional Association For Childhood Education
-9462,"Professional and Technical Engineers, Local 21"
-9461,"Professional and Technical Engineers, IFPTE Local 21, AFL-CIO"
-9460,"Professional and Technical Engineers, IFPTE Local 21"
-9459,Professional & Technical Engineers
-9458,"LLP Production Services, Inc."
-9457,Procter and Gamble
-9456,PRIVATE PROVIDERS ASSOCIATION OF TEXAS
-9455,Private Essential Access Community Hospitals
-9454,Privateer Holdings
-9453,Private Equity Council
-9452,Privacy Rights Clearinghouse
-9451,PRITCHETT INC
-9450,"pristine sun,llc"
-9449,Prison Policy Initiative
-9448,Prison Law Office
-9447,Prison Fellowship Ministries
-9446,Priority Pharmacy Inc.
-9445,Printing Industries Of California
-9444,Primus Power Corporation
-9443,"Primewood Investments, LP"
-9442,"Prime Therapeutics, LLC"
-9441,Prime Lending
-9440,Prime Healthcare Services Inc.
-9439,Primary Provider Management Company Inc.
-9438,PRIMARY CARE ASSOCIATES OF NORTH PALM BEACH
-9437,Primafuel
-9436,Pride Industries
-9435,"PricewaterhouseCoopers, LLP (PWC)"
-9434,Pricewaterhousecoopers LLP
-9433,Price Pump Company
-9432,Price Consulting
-9431,"PRH Investments, LLC"
-9430,PRG DEVELOPMENT
-9429,Princeton Review The
-9428,Prestige Oysters Inc.
-9427,PRESIDENTIAL WOMEN'S CENTER
-9426,PresenceLearning
-9425,"Preschool California, A Project Of Cif Of The San Franciso Foundation"
-9424,"Preschool California, A Fiscaly Sponsored Project Of Community Initiatives"
-9423,"Premier Healthcare Services, LLC"
-9422,"Premier Exhibitions, Inc."
-9421,Premier ER & Urgent Care
-9420,Premier
-9419,Pregnancy and Postpartum Health Alliance of Texas
-9418,PREFERRED SERVICES
-9417,PREFERRED MUTUAL INSURANCE CO
-9416,Preferred Meal Systems Inc.
-9415,PREFERRED MANAGING AGENCY
-9414,Precision Eyecare Centers
-9413,Precision Castparts Corp. And Affiliated Companies
-9412,Precision Castparts Corporation And Affiliated Companies
-9411,"Pre-Paid Legal Services, Inc. d/b/a LegalShield, an Oklahoma Corporation"
-9410,"Prba, The Rechargeable Battery Association"
-9409,Prba - The Rechargeable Battery Association
-9408,PRAXAIR INC
-9407,Praeses Corporaton
-9406,PracticeEdge
-9405,PP & IMAGING INC
-9404,Power Tool Institute
-9403,Powerschool
-9402,POWER ONE REAL ESTATE INVESTMENTS
-9401,Powerlight Corporation
-9400,"Powerex Corporation, Doing Business In California As Powerex Energy Corporation"
-9399,Powerex Corporation
-9398,"Powell & Partners, Architects"
-9397,Poway Unified School District
-9396,Powaycity Of
-9395,"Potters Industries, Inc."
-9394,Potterdam Municipal Water District
-9393,"Potlatch Forest Holdings, Inc."
-9392,Potential Industries Inc.
-9391,POSTELL'S MORTUARY
-9390,Positive Women's Network-USA
-9389,Positive Women's Network
-9388,Poseidon Water
-9387,Poseidon Resources Corp.
-9386,Poseidon Resources
-9385,"Portuguese Government, The"
-9384,port of west sacramento
-9383,Port Of Oakland
-9382,Port Freeport
-9381,Port Everglades Pilots Association
-9380,Porterville Unified School District
-9379,Porterville
-9378,Portable Rechargeable Battery Association
-9377,Portable Fuel Container Manufacturers Association
-9376,"Porsche Cars North America, Inc."
-9375,Porpoise Productions LTD.
-9374,POPP HUTCHESON PLLC
-9373,Pool Safety Council
-9372,Pool of Consumer Champions
-9371,Pomona Valley Hospital Medican Center
-9370,Pomona Unified School District
-9369,Pomona High School
-9368,"Pomona, City Of"
-9367,"Poms & Associates Insurance Brokers, LLC"
-9366,POLK COUNTY FARMS PAC
-9365,"Politics Beauty, Inc."
-9364,Political Solutions Inc.
-9363,Political Action for Classified Emp. of CA School Emp.- SCC
-9362,Political Action for Classified Employees of California School Employees Small Contributor Committee
-9361,Political Action for Classified Employees of California School Employees
-9360,Policy Studies Inc.
-9359,"PolicyLink, Alliance for Boys and Men of Color"
-9358,PolicyLink
-9357,Polaris Pharmacy Services
-9356,"Polaris, Inc."
-9355,Poker Voters Of America
-9354,Poker Players Alliance
-9353,"PointStreak Technologies, Inc."
-9352,Point Loma Nazarene University
-9351,Point Center Financial Inc.
-9350,Point 72 Asset Management
-9349,POET LLC
-9348,PODER
-9347,"Pnc Bank, National Association"
-9346,"PM TEXAS, LLC D/B/A LET TEXANS DECIDE"
-9345,Pmsi
-9344,Plumpjack
-9343,"Plum Creek Development Partners, LP"
-9342,Plumbing Manufacturers International
-9341,Plumbing Heating Cooling Contractors Of California
-9340,Plumbing Heating Cooling Contractors Association of California
-9339,Plumbing-Heating-Cooling Contractors of Texas
-9338,Plumbing-Heating-Cooling Contractors Association of California
-9337,Plumbing-Heating-Cooling Contractors Association
-9336,"Plumbers, Steamfitters & Refrigeration Fitters Local 393 Political Action Fund"
-9335,"Plumbers, Steamfitters & Refrigeration Fitters, Local 393 PAC"
-9334,Plumbers Local Union No. 78 PAC Fund
-9333,Plumbers Local Union No 78 PAC
-9332,Plumbers Local Union  #78
-9331,Plumbers and Steamfitters Local Union #230
-9330,Plumbers and Steamfitters Local 398 PAC
-9329,PLUMBERS & STEAMFITTERS LOCAL 267
-9328,Plumbers & Pipefitters Local 447 Federal Political Action Fund
-9327,PLUMBERS & PIPEFITTERS LOCAL 286
-9326,Plumas Unified School District
-9325,Plumas District Hospitals
-9324,"Plug Power, Inc."
-9323,"Plug In America, A Chapter Of Electric Auto Association"
-9322,Plotkin Government Relations
-9321,Pleasant Valley School District
-9320,Pleasanton Garbage Service
-9319,"Pleasanton, California"
-9318,Pleasant Hill Recreation And Park District
-9317,Player'S Poker Club Inc.
-9316,"Playa Senior Affordable Housing, LP"
-9315,Playa Capitol Company LLC
-9314,PLATINUM INVESTMENTS OF SW FLORIDA
-9313,"Platinum Equity Partners Iii, LLC"
-9312,"Platinum Equity Advisors, LLC"
-9311,Platinum Advisors LLC
-9310,Plastimin LLC
-9309,Plastic Recycling Corporation Of California
-9308,Plastic Pollution Coalition
-9307,Plastics Environmental Council
-9306,Plastering Contractors Association Of Southern California
-9305,Plasma Protein Therapeutics Association
-9304,Plasco Energy Group
-9303,Plantronics Inc.
-9302,Plants of Ruskin
-9301,Plano Police Dept.
-9300,Planning And Conservation League
-9299,PLANNED PARENTHOOD GULF COAST
-9298,Planned Parenthood Affiliates Of California
-9297,Planned Parenthood Advocates Pasadena and San Gabriel Valley
-9296,Planned Parenthood Advocacy Project Los Angeles County
-9295,Planned Parenthood Action Fund of Santa Barbara  Ventura and San Luis Obispo
-9294,Planned Parenthood
-9293,"Planet Technologies, Inc."
-9292,Planetary Machine and Engineering Inc.
-9291,Planet Aid
-9290,Plains Exploration & Production Company
-9289,"Plains Cotton Growers, Inc."
-9288,"Plains All American Pipeline, L.P."
-9287,Plains All American Pipeline
-9286,Placer People of Faith Together
-9285,Placer People of Faith
-9284,Placer Mosquito and Vector Control District
-9283,Placer County Water Agency
-9282,Placer County Transportation Planning Agency
-9281,Placer County Planning Department
-9280,Placer County Office Of Education
-9279,Placercounty Of
-9278,Placer County Board of Supervisors
-9277,Placer County Air Pollution Control District
-9276,PJM Strategies
-9275,Pittsburg Unified School District
-9274,GROUP PITTMAN LAW
-9273,PITTMAN INVESTMENTS INC
-9272,Pit River Health Service
-9271,Pitney Bowes PAC
-9270,"Pitney Bowes, Inc."
-9269,"Pismo Beach, City Of"
-9268,Pinoleville Pomo Nation
-9267,Pinnacle West Capital Corporation
-9266,"Pinnacle Housing Group, LLC"
-9265,Pinnacle Entertainmentinc.
-9264,PINNACLE ANESTHESIA CONSULTANTS
-9263,Pingel  Steven R. Law Offices of
-9262,Pine Wood Resorts
-9261,Pine Ridge Elementary School District
-9260,Pinellas Suncoast Transit Authority
-9259,Pinebridge Investments LLC
-9258,PILOT LEASING
-9257,Pilot Land Co.
-9256,Pillars of the Community
-9255,Pilipino Workers Center of Southern California
-9254,"Pigment Cosmetics, Inc."
-9253,PIERCE MUNITIONS LLC
-9252,Pictet Asset Management Inc.
-9251,Pico Water District
-9250,Pico Ca
-9249,PICKWICK MHP LLC
-9248,PICERNE DEVELOPMENT CORPORATION
-9247,Picayune Rancheria Of The Chukchansi Indian Tribal  Council
-9246,Physician Therapeutics
-9245,Physicians for Social Responsibility  SF Bay Area
-9244,"Physicians for Social Responsibility, Sacramento Chapter"
-9243,Physicians for Social Responsibility Los Angeles
-9242,"Physicians for Social Responsibility LA,"
-9241,Physicians for Social Responsibility - Los Angeles
-9240,Physicians for Social Responsibility-LA
-9239,Physicians for Social Responsibility
-9238,Physician for Reproductive Health
-9237,PHYSICIAN CONSORTIUM SERVICES
-9236,Physician
-9235,"Phusion Projects, LLC"
-9234,PhRMA
